,location,industry,fuels_consumed,date,value
33712,sa,Transport_postal,Diesel,2016-17,40.7
33706,sa,Transport_postal,LPG,2016-17,2.4
33664,sa,Commercial_services,Diesel,2016-17,1.7
33658,sa,Commercial_services,LPG,2016-17,0.2
33670,sa,Commercial_services,Naturalgas,2016-17,5.6
33672,sa,Commercial_services,Solarenergy,2016-17,0
33673,sa,Commercial_services,Electricity,2016-17,15.1
33418,sa,Electricity_gas_water_serv,LPG,2016-17,0
33434,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2016-17,1.1
33433,sa,Electricity_gas_water_serv,Electricity,2016-17,7.2
33430,sa,Electricity_gas_water_serv,Naturalgas,2016-17,59.4
33427,sa,Electricity_gas_water_serv,Solvents,2016-17,0
33424,sa,Electricity_gas_water_serv,Diesel,2016-17,1.4
34201,sa,Residential,Electricity,2016-17,17.1
34200,sa,Residential,Solarenergy,2016-17,0.9
34198,sa,Residential,Naturalgas,2016-17,12.3
34186,sa,Residential,LPG,2016-17,1.7
32521,sa,Manufacturing,Electricity,2016-17,8.8
32518,sa,Manufacturing,Naturalgas,2016-17,21.2
32513,sa,Manufacturing,Fueloil,2016-17,0.3
32512,sa,Manufacturing,Diesel,2016-17,0.6
32506,sa,Manufacturing,LPG,2016-17,0.5
32329,sa,Mining,Electricity,2016-17,6.1
32326,sa,Mining,Naturalgas,2016-17,15.6
32320,sa,Mining,Diesel,2016-17,5.4
32281,sa,Agriculture,Electricity,2016-17,0.8
32278,sa,Agriculture,Naturalgas,2016-17,0.1
32272,sa,Agriculture,Diesel,2016-17,6.1
32266,sa,Agriculture,LPG,2016-17,0.2
32314,sa,Mining,LPG,2016-17,0.7
35641,sa,Construction,Electricity,2017-18,0
35638,sa,Construction,Naturalgas,2017-18,0.6
35632,sa,Construction,Diesel,2017-18,0.9
35737,sa,Transport_postal,Electricity,2017-18,0.2
35734,sa,Transport_postal,Naturalgas,2017-18,1.9
35729,sa,Transport_postal,Fueloil,2017-18,0.4
35728,sa,Transport_postal,Diesel,2017-18,45.7
35722,sa,Transport_postal,LPG,2017-18,1.6
35686,sa,Commercial_services,Naturalgas,2017-18,5.4
35680,sa,Commercial_services,Diesel,2017-18,1.8
35674,sa,Commercial_services,LPG,2017-18,0.2
35688,sa,Commercial_services,Solarenergy,2017-18,0
35689,sa,Commercial_services,Electricity,2017-18,15.3
35434,sa,Electricity_gas_water_serv,LPG,2017-18,0
35450,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2017-18,1.1
35449,sa,Electricity_gas_water_serv,Electricity,2017-18,7.7
35446,sa,Electricity_gas_water_serv,Naturalgas,2017-18,71.5
35440,sa,Electricity_gas_water_serv,Diesel,2017-18,1.1
36217,sa,Residential,Electricity,2017-18,17.1
36216,sa,Residential,Solarenergy,2017-18,1
36214,sa,Residential,Naturalgas,2017-18,12.2
36202,sa,Residential,LPG,2017-18,1.6
34537,sa,Manufacturing,Electricity,2017-18,8.7
34534,sa,Manufacturing,Naturalgas,2017-18,21.5
34529,sa,Manufacturing,Fueloil,2017-18,0.3
34528,sa,Manufacturing,Diesel,2017-18,0.7
34522,sa,Manufacturing,LPG,2017-18,0.4
34345,sa,Mining,Electricity,2017-18,5.8
34342,sa,Mining,Naturalgas,2017-18,14.3
34336,sa,Mining,Diesel,2017-18,5.4
34297,sa,Agriculture,Electricity,2017-18,0.7
34294,sa,Agriculture,Naturalgas,2017-18,0.1
34288,sa,Agriculture,Diesel,2017-18,6.2
34282,sa,Agriculture,LPG,2017-18,0.1
34330,sa,Mining,LPG,2017-18,0.6
37657,sa,Construction,Electricity,2018-19,0
37654,sa,Construction,Naturalgas,2018-19,0.6
37648,sa,Construction,Diesel,2018-19,0.9
37753,sa,Transport_postal,Electricity,2018-19,0.2
37750,sa,Transport_postal,Naturalgas,2018-19,1.9
37745,sa,Transport_postal,Fueloil,2018-19,0.2
37744,sa,Transport_postal,Diesel,2018-19,45.5
37738,sa,Transport_postal,LPG,2018-19,1.3
37696,sa,Commercial_services,Diesel,2018-19,1.8
37690,sa,Commercial_services,LPG,2018-19,0.2
37702,sa,Commercial_services,Naturalgas,2018-19,3.9
37704,sa,Commercial_services,Solarenergy,2018-19,0
37705,sa,Commercial_services,Electricity,2018-19,15.5
37450,sa,Electricity_gas_water_serv,LPG,2018-19,0
37466,sa,Electricity_gas_water_serv,Liquid/gasBiofuels,2018-19,1.1
37465,sa,Electricity_gas_water_serv,Electricity,2018-19,7.9
37462,sa,Electricity_gas_water_serv,Naturalgas,2018-19,67.9
37456,sa,Electricity_gas_water_serv,Diesel,2018-19,1.1
38233,sa,Residential,Electricity,2018-19,16.7
38232,sa,Residential,Solarenergy,2018-19,1
38230,sa,Residential,Naturalgas,2018-19,12.4
38218,sa,Residential,LPG,2018-19,1.6
36553,sa,Manufacturing,Electricity,2018-19,8.7
36550,sa,Manufacturing,Naturalgas,2018-19,22.2
36545,sa,Manufacturing,Fueloil,2018-19,0.3
36544,sa,Manufacturing,Diesel,2018-19,0.8
36538,sa,Manufacturing,LPG,2018-19,0.5
36361,sa,Mining,Electricity,2018-19,6
36358,sa,Mining,Naturalgas,2018-19,5.3
36352,sa,Mining,Diesel,2018-19,5
36346,sa,Mining,LPG,2018-19,0.7
36313,sa,Agriculture,Electricity,2018-19,0.7
36310,sa,Agriculture,Naturalgas,2018-19,0.1
36304,sa,Agriculture,Diesel,2018-19,5.6
36298,sa,Agriculture,LPG,2018-19,0.1
1360,tas,Construction,Diesel,2000-01,0.8
1456,tas,Transport_postal,Diesel,2000-01,7.1
1450,tas,Transport_postal,LPG,2000-01,0.4
1408,tas,Commercial_services,Diesel,2000-01,0.2
1402,tas,Commercial_services,LPG,2000-01,0.1
1417,tas,Commercial_services,Electricity,2000-01,5.5
1177,tas,Electricity_gas_water_serv,Electricity,2000-01,2.6
1168,tas,Electricity_gas_water_serv,Diesel,2000-01,0.2
1945,tas,Residential,Electricity,2000-01,5.3
1936,tas,Residential,Diesel,2000-01,0
1930,tas,Residential,LPG,2000-01,0.3
265,tas,Manufacturing,Electricity,2000-01,19.9
256,tas,Manufacturing,Diesel,2000-01,0.6
250,tas,Manufacturing,LPG,2000-01,0.5
64,tas,Mining,Diesel,2000-01,0.9
25,tas,Agriculture,Electricity,2000-01,0.5
16,tas,Agriculture,Diesel,2000-01,2
3376,tas,Construction,Diesel,2001-02,0.7
3472,tas,Transport_postal,Diesel,2001-02,7.5
3424,tas,Commercial_services,Diesel,2001-02,0.3
3418,tas,Commercial_services,LPG,2001-02,0.1
3433,tas,Commercial_services,Electricity,2001-02,5.6
3466,tas,Transport_postal,LPG,2001-02,0.4
3193,tas,Electricity_gas_water_serv,Electricity,2001-02,2.6
3184,tas,Electricity_gas_water_serv,Diesel,2001-02,0.2
3961,tas,Residential,Electricity,2001-02,6.6
3952,tas,Residential,Diesel,2001-02,0
3946,tas,Residential,LPG,2001-02,0.3
2281,tas,Manufacturing,Electricity,2001-02,20.4
2272,tas,Manufacturing,Diesel,2001-02,0.6
2266,tas,Manufacturing,LPG,2001-02,0.5
2080,tas,Mining,Diesel,2001-02,0.9
2041,tas,Agriculture,Electricity,2001-02,0.5
2032,tas,Agriculture,Diesel,2001-02,2
2026,tas,Agriculture,LPG,2001-02,0
5392,tas,Construction,Diesel,2002-03,0.7
5489,tas,Transport_postal,Fueloil,2002-03,0.1
5488,tas,Transport_postal,Diesel,2002-03,8.4
5482,tas,Transport_postal,LPG,2002-03,0.5
5441,tas,Commercial_services,Fueloil,2002-03,0
5440,tas,Commercial_services,Diesel,2002-03,0.3
5434,tas,Commercial_services,LPG,2002-03,0.1
5448,tas,Commercial_services,Solarenergy,2002-03,0
5449,tas,Commercial_services,Electricity,2002-03,6.7
5209,tas,Electricity_gas_water_serv,Electricity,2002-03,2.8
5206,tas,Electricity_gas_water_serv,Naturalgas,2002-03,3.6
5200,tas,Electricity_gas_water_serv,Diesel,2002-03,0.1
5977,tas,Residential,Electricity,2002-03,6.9
5976,tas,Residential,Solarenergy,2002-03,0
5968,tas,Residential,Diesel,2002-03,0
5962,tas,Residential,LPG,2002-03,0.4
4297,tas,Manufacturing,Electricity,2002-03,21.5
4294,tas,Manufacturing,Naturalgas,2002-03,0.5
4288,tas,Manufacturing,Diesel,2002-03,0.4
4282,tas,Manufacturing,LPG,2002-03,0.4
4096,tas,Mining,Diesel,2002-03,1
4057,tas,Agriculture,Electricity,2002-03,0.6
4048,tas,Agriculture,Diesel,2002-03,2.8
4042,tas,Agriculture,LPG,2002-03,0
7408,tas,Construction,Diesel,2003-04,1.2
7505,tas,Transport_postal,Fueloil,2003-04,0
7504,tas,Transport_postal,Diesel,2003-04,8.9
7498,tas,Transport_postal,LPG,2003-04,0.5
7457,tas,Commercial_services,Fueloil,2003-04,0
7456,tas,Commercial_services,Diesel,2003-04,0.5
7450,tas,Commercial_services,LPG,2003-04,0.1
7464,tas,Commercial_services,Solarenergy,2003-04,0
7465,tas,Commercial_services,Electricity,2003-04,6.8
7225,tas,Electricity_gas_water_serv,Electricity,2003-04,2.9
7222,tas,Electricity_gas_water_serv,Naturalgas,2003-04,6.2
7216,tas,Electricity_gas_water_serv,Diesel,2003-04,0.1
7993,tas,Residential,Electricity,2003-04,7.5
7992,tas,Residential,Solarenergy,2003-04,0
7984,tas,Residential,Diesel,2003-04,0
7978,tas,Residential,LPG,2003-04,0.4
6313,tas,Manufacturing,Electricity,2003-04,21.5
6310,tas,Manufacturing,Naturalgas,2003-04,0.5
6304,tas,Manufacturing,Diesel,2003-04,0.4
6298,tas,Manufacturing,LPG,2003-04,0.4
6112,tas,Mining,Diesel,2003-04,0.9
6073,tas,Agriculture,Electricity,2003-04,0.5
6064,tas,Agriculture,Diesel,2003-04,2.9
6058,tas,Agriculture,LPG,2003-04,0
9424,tas,Construction,Diesel,2004-05,1.5
9521,tas,Transport_postal,Fueloil,2004-05,0
9520,tas,Transport_postal,Diesel,2004-05,9.7
9514,tas,Transport_postal,LPG,2004-05,0.4
9473,tas,Commercial_services,Fueloil,2004-05,0
9472,tas,Commercial_services,Diesel,2004-05,0
9480,tas,Commercial_services,Solarenergy,2004-05,0
9466,tas,Commercial_services,LPG,2004-05,0.1
9481,tas,Commercial_services,Electricity,2004-05,6.5
9241,tas,Electricity_gas_water_serv,Electricity,2004-05,2.8
9238,tas,Electricity_gas_water_serv,Naturalgas,2004-05,7.4
9232,tas,Electricity_gas_water_serv,Diesel,2004-05,0.2
10009,tas,Residential,Electricity,2004-05,7.9
10008,tas,Residential,Solarenergy,2004-05,0
10000,tas,Residential,Diesel,2004-05,0
9994,tas,Residential,LPG,2004-05,0.3
8329,tas,Manufacturing,Electricity,2004-05,23.3
8326,tas,Manufacturing,Naturalgas,2004-05,0.9
8320,tas,Manufacturing,Diesel,2004-05,0.4
8314,tas,Manufacturing,LPG,2004-05,0.4
8128,tas,Mining,Diesel,2004-05,0.9
8089,tas,Agriculture,Electricity,2004-05,0.5
8080,tas,Agriculture,Diesel,2004-05,3
8074,tas,Agriculture,LPG,2004-05,0
11440,tas,Construction,Diesel,2005-06,1.4
11537,tas,Transport_postal,Fueloil,2005-06,0
11536,tas,Transport_postal,Diesel,2005-06,10.6
11530,tas,Transport_postal,LPG,2005-06,0.5
11488,tas,Commercial_services,Diesel,2005-06,0.8
11496,tas,Commercial_services,Solarenergy,2005-06,0
11482,tas,Commercial_services,LPG,2005-06,0.1
11497,tas,Commercial_services,Electricity,2005-06,6.4
11257,tas,Electricity_gas_water_serv,Electricity,2005-06,2.7
11254,tas,Electricity_gas_water_serv,Naturalgas,2005-06,8.6
11248,tas,Electricity_gas_water_serv,Diesel,2005-06,0.2
12025,tas,Residential,Electricity,2005-06,7.9
12024,tas,Residential,Solarenergy,2005-06,0
12016,tas,Residential,Diesel,2005-06,0
12010,tas,Residential,LPG,2005-06,0.4
10345,tas,Manufacturing,Electricity,2005-06,22.3
10342,tas,Manufacturing,Naturalgas,2005-06,0.8
10336,tas,Manufacturing,Diesel,2005-06,0.4
10144,tas,Mining,Diesel,2005-06,1
10105,tas,Agriculture,Electricity,2005-06,0.5
10096,tas,Agriculture,Diesel,2005-06,3
10090,tas,Agriculture,LPG,2005-06,0
10330,tas,Manufacturing,LPG,2005-06,0.5
13456,tas,Construction,Diesel,2006-07,1.6
13552,tas,Transport_postal,Diesel,2006-07,10.2
13546,tas,Transport_postal,LPG,2006-07,0.4
13504,tas,Commercial_services,Diesel,2006-07,0.9
13498,tas,Commercial_services,LPG,2006-07,0.1
13512,tas,Commercial_services,Solarenergy,2006-07,0
13513,tas,Commercial_services,Electricity,2006-07,6.8
13273,tas,Electricity_gas_water_serv,Electricity,2006-07,2.6
13270,tas,Electricity_gas_water_serv,Naturalgas,2006-07,9.7
13264,tas,Electricity_gas_water_serv,Diesel,2006-07,0.2
14041,tas,Residential,Electricity,2006-07,8
14040,tas,Residential,Solarenergy,2006-07,0
14038,tas,Residential,Naturalgas,2006-07,0
14032,tas,Residential,Diesel,2006-07,0
14026,tas,Residential,LPG,2006-07,0.3
12361,tas,Manufacturing,Electricity,2006-07,24.4
12358,tas,Manufacturing,Naturalgas,2006-07,1
12352,tas,Manufacturing,Diesel,2006-07,0.2
12346,tas,Manufacturing,LPG,2006-07,0.4
12160,tas,Mining,Diesel,2006-07,1.2
12121,tas,Agriculture,Electricity,2006-07,0.5
12112,tas,Agriculture,Diesel,2006-07,3
12106,tas,Agriculture,LPG,2006-07,0
15472,tas,Construction,Diesel,2007-08,1.6
15568,tas,Transport_postal,Diesel,2007-08,10.9
15562,tas,Transport_postal,LPG,2007-08,0.4
15520,tas,Commercial_services,Diesel,2007-08,0.9
15514,tas,Commercial_services,LPG,2007-08,0.1
15528,tas,Commercial_services,Solarenergy,2007-08,0
15529,tas,Commercial_services,Electricity,2007-08,6.8
15289,tas,Electricity_gas_water_serv,Electricity,2007-08,2.5
15286,tas,Electricity_gas_water_serv,Naturalgas,2007-08,12.5
15280,tas,Electricity_gas_water_serv,Diesel,2007-08,0.2
16057,tas,Residential,Electricity,2007-08,8.1
16056,tas,Residential,Solarenergy,2007-08,0.1
16054,tas,Residential,Naturalgas,2007-08,0.1
16048,tas,Residential,Diesel,2007-08,0
16042,tas,Residential,LPG,2007-08,0.5
14377,tas,Manufacturing,Electricity,2007-08,23.8
14374,tas,Manufacturing,Naturalgas,2007-08,1.1
14368,tas,Manufacturing,Diesel,2007-08,0.4
14362,tas,Manufacturing,LPG,2007-08,0.4
14176,tas,Mining,Diesel,2007-08,1.9
14137,tas,Agriculture,Electricity,2007-08,0.5
14128,tas,Agriculture,Diesel,2007-08,3
14122,tas,Agriculture,LPG,2007-08,0
17488,tas,Construction,Diesel,2008-09,1.5
17594,tas,Transport_postal,Liquid/gasBiofuels,2008-09,0
17585,tas,Transport_postal,Fueloil,2008-09,0.3
17584,tas,Transport_postal,Diesel,2008-09,9.9
17578,tas,Transport_postal,LPG,2008-09,0.4
17536,tas,Commercial_services,Diesel,2008-09,0.9
17530,tas,Commercial_services,LPG,2008-09,0.1
17544,tas,Commercial_services,Solarenergy,2008-09,0
17545,tas,Commercial_services,Electricity,2008-09,6.8
17305,tas,Electricity_gas_water_serv,Electricity,2008-09,2.5
17302,tas,Electricity_gas_water_serv,Naturalgas,2008-09,7.3
17296,tas,Electricity_gas_water_serv,Diesel,2008-09,0.2
18073,tas,Residential,Electricity,2008-09,8.3
18072,tas,Residential,Solarenergy,2008-09,0.1
18070,tas,Residential,Naturalgas,2008-09,0.1
18064,tas,Residential,Diesel,2008-09,0
18058,tas,Residential,LPG,2008-09,0.5
16393,tas,Manufacturing,Electricity,2008-09,22.5
16390,tas,Manufacturing,Naturalgas,2008-09,3.7
16384,tas,Manufacturing,Diesel,2008-09,0.2
16378,tas,Manufacturing,LPG,2008-09,0.4
16192,tas,Mining,Diesel,2008-09,1.4
16153,tas,Agriculture,Electricity,2008-09,0.6
16144,tas,Agriculture,Diesel,2008-09,3
16138,tas,Agriculture,LPG,2008-09,0
19504,tas,Construction,Diesel,2009-10,1.5
19610,tas,Transport_postal,Liquid/gasBiofuels,2009-10,0
19601,tas,Transport_postal,Fueloil,2009-10,0.2
19600,tas,Transport_postal,Diesel,2009-10,10.3
19594,tas,Transport_postal,LPG,2009-10,0.3
19558,tas,Commercial_services,Naturalgas,2009-10,0
19552,tas,Commercial_services,Diesel,2009-10,0.9
19546,tas,Commercial_services,LPG,2009-10,0.1
19560,tas,Commercial_services,Solarenergy,2009-10,0
19561,tas,Commercial_services,Electricity,2009-10,6.9
19321,tas,Electricity_gas_water_serv,Electricity,2009-10,2.7
19318,tas,Electricity_gas_water_serv,Naturalgas,2009-10,9.8
19312,tas,Electricity_gas_water_serv,Diesel,2009-10,0.2
20089,tas,Residential,Electricity,2009-10,8.6
20088,tas,Residential,Solarenergy,2009-10,0.2
20086,tas,Residential,Naturalgas,2009-10,0.1
20080,tas,Residential,Diesel,2009-10,0
20074,tas,Residential,LPG,2009-10,0.5
18409,tas,Manufacturing,Electricity,2009-10,22.8
18406,tas,Manufacturing,Naturalgas,2009-10,3.6
18400,tas,Manufacturing,Diesel,2009-10,0.3
18208,tas,Mining,Diesel,2009-10,1.4
18169,tas,Agriculture,Electricity,2009-10,0.6
18160,tas,Agriculture,Diesel,2009-10,3
18154,tas,Agriculture,LPG,2009-10,0
18394,tas,Manufacturing,LPG,2009-10,0.4
21520,tas,Construction,Diesel,2010-11,1.5
21626,tas,Transport_postal,Liquid/gasBiofuels,2010-11,0
21617,tas,Transport_postal,Fueloil,2010-11,0.1
21616,tas,Transport_postal,Diesel,2010-11,10.7
21610,tas,Transport_postal,LPG,2010-11,0.3
21574,tas,Commercial_services,Naturalgas,2010-11,0.1
21568,tas,Commercial_services,Diesel,2010-11,0.9
21562,tas,Commercial_services,LPG,2010-11,0.1
21576,tas,Commercial_services,Solarenergy,2010-11,0
21577,tas,Commercial_services,Electricity,2010-11,7.2
21328,tas,Electricity_gas_water_serv,Diesel,2010-11,0.2
21337,tas,Electricity_gas_water_serv,Electricity,2010-11,4
21334,tas,Electricity_gas_water_serv,Naturalgas,2010-11,12.4
22105,tas,Residential,Electricity,2010-11,8.5
22104,tas,Residential,Solarenergy,2010-11,0.2
22102,tas,Residential,Naturalgas,2010-11,0.1
22096,tas,Residential,Diesel,2010-11,0
22090,tas,Residential,LPG,2010-11,0.5
20425,tas,Manufacturing,Electricity,2010-11,23.5
20422,tas,Manufacturing,Naturalgas,2010-11,5
20416,tas,Manufacturing,Diesel,2010-11,0.2
20410,tas,Manufacturing,LPG,2010-11,0.4
20224,tas,Mining,Diesel,2010-11,1.4
20185,tas,Agriculture,Electricity,2010-11,0.3
20176,tas,Agriculture,Diesel,2010-11,2.6
20170,tas,Agriculture,LPG,2010-11,0
23536,tas,Construction,Diesel,2011-12,1.5
23642,tas,Transport_postal,Liquid/gasBiofuels,2011-12,0
23633,tas,Transport_postal,Fueloil,2011-12,0.1
23632,tas,Transport_postal,Diesel,2011-12,10.7
23626,tas,Transport_postal,LPG,2011-12,0.3
23590,tas,Commercial_services,Naturalgas,2011-12,0.1
23584,tas,Commercial_services,Diesel,2011-12,0.9
23592,tas,Commercial_services,Solarenergy,2011-12,0
23578,tas,Commercial_services,LPG,2011-12,0.1
23593,tas,Commercial_services,Electricity,2011-12,6.9
23353,tas,Electricity_gas_water_serv,Electricity,2011-12,2.7
23350,tas,Electricity_gas_water_serv,Naturalgas,2011-12,12.7
23344,tas,Electricity_gas_water_serv,Diesel,2011-12,0.2
24121,tas,Residential,Electricity,2011-12,8.4
24120,tas,Residential,Solarenergy,2011-12,0.2
24118,tas,Residential,Naturalgas,2011-12,0.1
24112,tas,Residential,Diesel,2011-12,0
24106,tas,Residential,LPG,2011-12,0.5
22441,tas,Manufacturing,Electricity,2011-12,21.9
22438,tas,Manufacturing,Naturalgas,2011-12,3.3
22432,tas,Manufacturing,Diesel,2011-12,0.2
22426,tas,Manufacturing,LPG,2011-12,0.4
22240,tas,Mining,Diesel,2011-12,1.6
22201,tas,Agriculture,Electricity,2011-12,0.3
22192,tas,Agriculture,Diesel,2011-12,2.6
22186,tas,Agriculture,LPG,2011-12,0
25552,tas,Construction,Diesel,2012-13,1.4
25658,tas,Transport_postal,Liquid/gasBiofuels,2012-13,0
25649,tas,Transport_postal,Fueloil,2012-13,0.1
25648,tas,Transport_postal,Diesel,2012-13,10.9
25642,tas,Transport_postal,LPG,2012-13,0.3
25606,tas,Commercial_services,Naturalgas,2012-13,0.1
25600,tas,Commercial_services,Diesel,2012-13,0.9
25594,tas,Commercial_services,LPG,2012-13,0.2
25608,tas,Commercial_services,Solarenergy,2012-13,0
25609,tas,Commercial_services,Electricity,2012-13,7.1
25369,tas,Electricity_gas_water_serv,Electricity,2012-13,2.6
25366,tas,Electricity_gas_water_serv,Naturalgas,2012-13,14
25360,tas,Electricity_gas_water_serv,Diesel,2012-13,0.1
26137,tas,Residential,Electricity,2012-13,8.4
26136,tas,Residential,Solarenergy,2012-13,0.2
26134,tas,Residential,Naturalgas,2012-13,0.1
26128,tas,Residential,Diesel,2012-13,0
26122,tas,Residential,LPG,2012-13,0.5
24457,tas,Manufacturing,Electricity,2012-13,22.5
24454,tas,Manufacturing,Naturalgas,2012-13,3.5
24448,tas,Manufacturing,Diesel,2012-13,0.2
24256,tas,Mining,Diesel,2012-13,1.6
24217,tas,Agriculture,Electricity,2012-13,0.4
24214,tas,Agriculture,Naturalgas,2012-13,0
24208,tas,Agriculture,Diesel,2012-13,2.9
24202,tas,Agriculture,LPG,2012-13,0
24442,tas,Manufacturing,LPG,2012-13,0.3
27568,tas,Construction,Diesel,2013-14,1.4
27674,tas,Transport_postal,Liquid/gasBiofuels,2013-14,0
27665,tas,Transport_postal,Fueloil,2013-14,0.1
27664,tas,Transport_postal,Diesel,2013-14,11.2
27658,tas,Transport_postal,LPG,2013-14,0.3
27616,tas,Commercial_services,Diesel,2013-14,0.9
27610,tas,Commercial_services,LPG,2013-14,0.1
27622,tas,Commercial_services,Naturalgas,2013-14,0.1
27624,tas,Commercial_services,Solarenergy,2013-14,0
27625,tas,Commercial_services,Electricity,2013-14,6.9
27385,tas,Electricity_gas_water_serv,Electricity,2013-14,2.8
27382,tas,Electricity_gas_water_serv,Naturalgas,2013-14,7.9
27376,tas,Electricity_gas_water_serv,Diesel,2013-14,0.1
28153,tas,Residential,Electricity,2013-14,8.3
28152,tas,Residential,Solarenergy,2013-14,0.2
28150,tas,Residential,Naturalgas,2013-14,0.1
28144,tas,Residential,Diesel,2013-14,0
28138,tas,Residential,LPG,2013-14,0.5
26473,tas,Manufacturing,Electricity,2013-14,22.4
26470,tas,Manufacturing,Naturalgas,2013-14,3.8
26464,tas,Manufacturing,Diesel,2013-14,0.1
26458,tas,Manufacturing,LPG,2013-14,0.3
26272,tas,Mining,Diesel,2013-14,1.6
26233,tas,Agriculture,Electricity,2013-14,0.4
26230,tas,Agriculture,Naturalgas,2013-14,0
26224,tas,Agriculture,Diesel,2013-14,3.1
26218,tas,Agriculture,LPG,2013-14,0
29584,tas,Construction,Diesel,2014-15,1.5
29681,tas,Transport_postal,Fueloil,2014-15,0.1
29680,tas,Transport_postal,Diesel,2014-15,11.7
29674,tas,Transport_postal,LPG,2014-15,0.2
29638,tas,Commercial_services,Naturalgas,2014-15,0.1
29632,tas,Commercial_services,Diesel,2014-15,0.9
29640,tas,Commercial_services,Solarenergy,2014-15,0
29626,tas,Commercial_services,LPG,2014-15,0.1
29641,tas,Commercial_services,Electricity,2014-15,7.1
29401,tas,Electricity_gas_water_serv,Electricity,2014-15,2.6
29398,tas,Electricity_gas_water_serv,Naturalgas,2014-15,1.5
29392,tas,Electricity_gas_water_serv,Diesel,2014-15,0.1
30169,tas,Residential,Electricity,2014-15,8.2
30168,tas,Residential,Solarenergy,2014-15,0.3
30166,tas,Residential,Naturalgas,2014-15,0.1
30160,tas,Residential,Diesel,2014-15,0
30154,tas,Residential,LPG,2014-15,0.5
28489,tas,Manufacturing,Electricity,2014-15,22.4
28486,tas,Manufacturing,Naturalgas,2014-15,4.3
28480,tas,Manufacturing,Diesel,2014-15,0.2
28474,tas,Manufacturing,LPG,2014-15,0.3
28288,tas,Mining,Diesel,2014-15,1.4
28249,tas,Agriculture,Electricity,2014-15,0.5
28246,tas,Agriculture,Naturalgas,2014-15,0
28240,tas,Agriculture,Diesel,2014-15,3.7
28234,tas,Agriculture,LPG,2014-15,0
31600,tas,Construction,Diesel,2015-16,1.4
31706,tas,Transport_postal,Liquid/gasBiofuels,2015-16,0
31697,tas,Transport_postal,Fueloil,2015-16,0
31696,tas,Transport_postal,Diesel,2015-16,12.1
31690,tas,Transport_postal,LPG,2015-16,0.2
31654,tas,Commercial_services,Naturalgas,2015-16,0.1
31648,tas,Commercial_services,Diesel,2015-16,0.9
31656,tas,Commercial_services,Solarenergy,2015-16,0
31642,tas,Commercial_services,LPG,2015-16,0.1
